username,tweetcreatedts,tweet,label_sentimen,tweet_cf,tweet_clean,tweet_clean_alay,tweet_token,tweet_stopword,tweet_normalisasi,tweet_stemming,tweet_bersih
taehyungkohl,2021-10-25 05:41:31,"@convomf Bersyukur, itu yang bilang mau online aja egois kalian, gua malah bersyukur bgt dengan adanya offline lagi walaupun 2 pekan sekali, adek gua sekarang paham berkalian dikit-dikit, tolong lah ngertiin yang lain, kan ada juga tuh di sekolah di kasih surat ketidaksiapan offline...",1,bersyukur itu yang bilang mau online aja egois kalian gua malah bersyukur bgt dengan adanya offline lagi walaupun pekan sekali adek gua sekarang paham berkalian dikitdikit tolong lah ngertiin yang lain kan ada juga tuh di sekolah di kasih surat ketidaksiapan offline,bersyukur itu yang bilang mau online aja egois kalian gua malah bersyukur bgt dengan adanya offline lagi walaupun pekan sekali adek gua sekarang paham berkalian dikitdikit tolong lah ngertiin yang lain kan ada juga tuh di sekolah di kasih surat ketidaksiapan offline,bersyukur itu yang bilang mau online saja egois kalian gue malah bersyukur banget dengan adanya offline lagi walaupun pekan sekali adik gue sekarang paham berkalian dikitdikit tolong lah mengerti yang lain kan ada juga itu di sekolah di kasih surat ketidaksiapan offline,"['bersyukur', 'itu', 'yang', 'bilang', 'mau', 'online', 'saja', 'egois', 'kalian', 'gue', 'malah', 'bersyukur', 'banget', 'dengan', 'adanya', 'offline', 'lagi', 'walaupun', 'pekan', 'sekali', 'adik', 'gue', 'sekarang', 'paham', 'berkalian', 'dikitdikit', 'tolong', 'lah', 'mengerti', 'yang', 'lain', 'kan', 'ada', 'juga', 'itu', 'di', 'sekolah', 'di', 'kasih', 'surat', 'ketidaksiapan', 'offline']","['bersyukur', 'online', 'egois', 'gue', 'bersyukur', 'banget', 'offline', 'pekan', 'adik', 'gue', 'paham', 'berkalian', 'dikitdikit', 'tolong', 'mengerti', 'sekolah', 'kasih', 'surat', 'ketidaksiapan', 'offline']","['bersyukur', 'daring', 'egois', 'saya', 'bersyukur', 'banget', 'offline', 'pekan', 'adik', 'saya', 'paham', 'berkalian', 'dikitdikit', 'tolong', 'mengerti', 'sekolah', 'kasih', 'surat', 'ketidaksiapan', 'offline']","['syukur', 'daring', 'egois', 'saya', 'syukur', 'banget', 'offline', 'pekan', 'adik', 'saya', 'paham', 'kalian', 'dikitdikit', 'tolong', 'erti', 'sekolah', 'kasih', 'surat', 'ketidaksiapan', 'offline']",syukur daring egois saya syukur banget offline pekan adik saya paham kalian dikitdikit tolong erti sekolah kasih surat ketidaksiapan offline
IchaVarma,2021-10-25 05:41:05,"@dewapuci Waduh, adekku dah masuk sekolah offline",-1,waduh adekku dah masuk sekolah offline,waduh adekku dah masuk sekolah offline,waduh adikku sudah masuk sekolah offline,"['waduh', 'adikku', 'sudah', 'masuk', 'sekolah', 'offline']","['adikku', 'masuk', 'sekolah', 'offline']","['adikku', 'masuk', 'sekolah', 'offline']","['adik', 'masuk', 'sekolah', 'offline']",adik masuk sekolah offline
piaaa_____,2021-10-25 05:35:02,Sekolah deket rumahku udah offline dan aku baru tau karena terlalu lama bersembunyi di dalam rumah (:,1,sekolah deket rumahku udah offline dan aku baru tau karena terlalu lama bersembunyi di dalam rumah,sekolah deket rumahku udah offline dan aku baru tau karena terlalu lama bersembunyi di dalam rumah,sekolah dekat rumahku sudah offline dan aku baru tau karena terlalu lama bersembunyi di dalam rumah,"['sekolah', 'dekat', 'rumahku', 'sudah', 'offline', 'dan', 'aku', 'baru', 'tau', 'karena', 'terlalu', 'lama', 'bersembunyi', 'di', 'dalam', 'rumah']","['sekolah', 'rumahku', 'offline', 'bersembunyi', 'rumah']","['sekolah', 'rumahku', 'offline', 'bersembunyi', 'rumah']","['sekolah', 'rumah', 'offline', 'sembunyi', 'rumah']",sekolah rumah offline sembunyi rumah
cherryb717,2021-10-25 05:16:59,@lleechanie cieee sekolah offline yaa?,1,cieee sekolah offline yaa,cieee sekolah offline yaa,cieee sekolah offline ya,"['cieee', 'sekolah', 'offline', 'ya']","['cieee', 'sekolah', 'offline']","['cieee', 'sekolah', 'offline']","['cieee', 'sekolah', 'offline']",cieee sekolah offline
sxtarla,2021-10-25 05:11:58,bisa gk sih sekolah offline online sesuai mood 😭 https://t.co/TtI1SFKAWN,0,bisa gk sih sekolah offline online sesuai mood,bisa gk sih sekolah offline online sesuai mood,bisa tidak sih sekolah offline online sesuai suasana hati,"['bisa', 'tidak', 'sih', 'sekolah', 'offline', 'online', 'sesuai', 'suasana', 'hati']","['sekolah', 'offline', 'online', 'sesuai', 'suasana', 'hati']","['sekolah', 'offline', 'daring', 'sesuai', 'suasana', 'hati']","['sekolah', 'offline', 'daring', 'sesuai', 'suasana', 'hati']",sekolah offline daring sesuai suasana hati
mahiftto,2021-10-25 05:07:30,Gemes banget ponakan udah mulai sekolah offline,1,gemes banget ponakan udah mulai sekolah offline,gemes banget ponakan udah mulai sekolah offline,gemas banget ponakan sudah mulai sekolah offline,"['gemas', 'banget', 'ponakan', 'sudah', 'mulai', 'sekolah', 'offline']","['gemas', 'banget', 'ponakan', 'sekolah', 'offline']","['gemas', 'banget', 'ponakan', 'sekolah', 'offline']","['gemas', 'banget', 'ponakan', 'sekolah', 'offline']",gemas banget ponakan sekolah offline
ipehmalik,2021-10-25 04:58:54,Di antara heboh kerjaan dan anak mau sekolah offline tuh… 🤯🤯🤯🤯🤯,1,di antara heboh kerjaan dan anak mau sekolah offline tuh,di antara heboh kerjaan dan anak mau sekolah offline tuh,di antara heboh pekerjaan dan anak mau sekolah offline itu,"['di', 'antara', 'heboh', 'pekerjaan', 'dan', 'anak', 'mau', 'sekolah', 'offline', 'itu']","['heboh', 'pekerjaan', 'anak', 'sekolah', 'offline']","['heboh', 'pekerjaan', 'anak', 'sekolah', 'offline']","['heboh', 'kerja', 'anak', 'sekolah', 'offline']",heboh kerja anak sekolah offline
pickstarjie,2021-10-25 04:58:39,@rnjunchnle Ngantuk tapi harus sekolah offline😭,-1,ngantuk tapi harus sekolah offline,ngantuk tapi harus sekolah offline,mengantuk tapi harus sekolah offline,"['mengantuk', 'tapi', 'harus', 'sekolah', 'offline']","['mengantuk', 'sekolah', 'offline']","['mengantuk', 'sekolah', 'offline']","['antuk', 'sekolah', 'offline']",antuk sekolah offline
cityelights,2021-10-25 04:56:41,@convomf Dah sekolah offline kh??,0,dah sekolah offline kh,dah sekolah offline kh,sudah sekolah offline kh,"['sudah', 'sekolah', 'offline', 'kh']","['sekolah', 'offline', 'kh']","['sekolah', 'offline', 'kh']","['sekolah', 'offline', 'kh']",sekolah offline kh
nitend0o0n,2021-10-25 04:56:05,sumpah pengen sekolah offline biar dapet sanguu😭😭,1,sumpah pengen sekolah offline biar dapet sanguu,sumpah pengen sekolah offline biar dapet sanguu,sumpah ingin sekolah offline biar dapat sanguu,"['sumpah', 'ingin', 'sekolah', 'offline', 'biar', 'dapat', 'sanguu']","['sumpah', 'sekolah', 'offline', 'sanguu']","['sumpah', 'sekolah', 'offline', 'sanguu']","['sumpah', 'sekolah', 'offline', 'sanguu']",sumpah sekolah offline sanguu
BELEKMATAJUYEON,2021-10-25 04:55:12,"@convomf Offline class rasa nya ga kaya sekolah biasa, gaenak anjr 😭😭. Ngobrol gabisa, terus di gw juga gaada istirahat jadi emang cuman belajar terus pulang. Mau ngobrol sama temen duduk nya jauh jauhan, terus mana kek orang budek kalo mau ngobrol . Dahlah pengen offline aja 🙏🏻",-1,offline class rasa nya ga kaya sekolah biasa gaenak anjr ngobrol gabisa terus di gw juga gaada istirahat jadi emang cuman belajar terus pulang mau ngobrol sama temen duduk nya jauh jauhan terus mana kek orang budek kalo mau ngobrol dahlah pengen offline aja,offline class rasa nya ga kaya sekolah biasa gaenak anjr ngobrol gabisa terus di gw juga gaada istirahat jadi emang cuman belajar terus pulang mau ngobrol sama temen duduk nya jauh jauhan terus mana kek orang budek kalo mau ngobrol dahlah pengen offline aja,offline class rasa nya tidak kayak sekolah biasa tidak enak anjr mengobrol tidak bisa terus di gue juga tidak ada istirahat jadi memang cuma belajar terus pulang mau mengobrol sama teman duduk nya jauh jauhan terus mana kayak orang budek kalau mau mengobrol dahlah ingin offline saja,"['offline', 'class', 'rasa', 'nya', 'tidak', 'kayak', 'sekolah', 'biasa', 'tidak', 'enak', 'anjr', 'mengobrol', 'tidak', 'bisa', 'terus', 'di', 'gue', 'juga', 'tidak', 'ada', 'istirahat', 'jadi', 'memang', 'cuma', 'belajar', 'terus', 'pulang', 'mau', 'mengobrol', 'sama', 'teman', 'duduk', 'nya', 'jauh', 'jauhan', 'terus', 'mana', 'kayak', 'orang', 'budek', 'kalau', 'mau', 'mengobrol', 'dahlah', 'ingin', 'offline', 'saja']","['offline', 'class', 'kayak', 'sekolah', 'enak', 'anjr', 'mengobrol', 'gue', 'istirahat', 'belajar', 'pulang', 'mengobrol', 'teman', 'duduk', 'jauhan', 'kayak', 'orang', 'budek', 'mengobrol', 'dahlah', 'offline']","['offline', 'class', 'kayak', 'sekolah', 'enak', 'anjr', 'mengobrol', 'saya', 'istirahat', 'belajar', 'pulang', 'mengobrol', 'teman', 'duduk', 'jauhan', 'kayak', 'orang', 'budek', 'mengobrol', 'dahlah', 'offline']","['offline', 'class', 'kayak', 'sekolah', 'enak', 'anjr', 'obrol', 'saya', 'istirahat', 'ajar', 'pulang', 'obrol', 'teman', 'duduk', 'jauh', 'kayak', 'orang', 'budek', 'obrol', 'dah', 'offline']",offline class kayak sekolah enak anjr obrol saya istirahat ajar pulang obrol teman duduk jauh kayak orang budek obrol dah offline
KTanjayasri,2021-10-25 04:55:00,@slrvrqueen Emng sekolah lu udh offline??,0,emng sekolah lu udh offline,emng sekolah lu udh offline,memang sekolah kamu sudah offline,"['memang', 'sekolah', 'kamu', 'sudah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']","['sekolah', 'offline']",sekolah offline
Nawaxena,2021-10-25 04:49:20,@peachgirlllllll Gimana Aii? Seru kan sekolah offline?,1,gimana aii seru kan sekolah offline,gimana aii seru kan sekolah offline,bagaimana aii seru kan sekolah offline,"['bagaimana', 'aii', 'seru', 'kan', 'sekolah', 'offline']","['aii', 'seru', 'sekolah', 'offline']","['aii', 'seru', 'sekolah', 'offline']","['aii', 'seru', 'sekolah', 'offline']",aii seru sekolah offline
luvyourv,2021-10-25 04:40:08,"@convomf Padahal enak sekolah offline, kmrn pas w ngambilin raport adek tiba2 jd flashback masa sekolah dan itu seru bgt woeeeee😭 kalo ada kesempatan pingin balik ke masa2 SMA😭",1,padahal enak sekolah offline kmrn pas w ngambilin raport adek tiba jd flashback masa sekolah dan itu seru bgt woeeeee kalo ada kesempatan pingin balik ke masa sma,padahal enak sekolah offline kmrn pas w ngambilin raport adek tiba jd flashback masa sekolah dan itu seru bgt woeeeee kalo ada kesempatan pingin balik ke masa sma,padahal enak sekolah offline kemarin pas gue ngambilin raport adik tiba jadi flashback masa sekolah dan itu seru banget woeeeee kalau ada kesempatan ingin balik ke masa sama,"['padahal', 'enak', 'sekolah', 'offline', 'kemarin', 'pas', 'gue', 'ngambilin', 'raport', 'adik', 'tiba', 'jadi', 'flashback', 'masa', 'sekolah', 'dan', 'itu', 'seru', 'banget', 'woeeeee', 'kalau', 'ada', 'kesempatan', 'ingin', 'balik', 'ke', 'masa', 'sama']","['enak', 'sekolah', 'offline', 'kemarin', 'pas', 'gue', 'ngambilin', 'raport', 'adik', 'flashback', 'sekolah', 'seru', 'banget', 'woeeeee', 'kesempatan']","['enak', 'sekolah', 'offline', 'kemarin', 'pas', 'saya', 'ngambilin', 'raport', 'adik', 'flashback', 'sekolah', 'seru', 'banget', 'woeeeee', 'kesempatan']","['enak', 'sekolah', 'offline', 'kemarin', 'pas', 'saya', 'ngambilin', 'raport', 'adik', 'flashback', 'sekolah', 'seru', 'banget', 'woeeeee', 'sempat']",enak sekolah offline kemarin pas saya ngambilin raport adik flashback sekolah seru banget woeeeee sempat
lollipolyyy,2021-10-25 04:37:23,"Heran liat anak sekolah yang sekolah ga pakek masker trs keluyuran. Jgn karena sekolah udah offline jd beranggapan keadaan udah baik2 aja napa sih lol. Covid itu belum selesai, apasih salahnya ikuti prokes. Sementang aturan udah diperlonggar bukan berarti semua nya baik baik aja!",-1,heran liat anak sekolah yang sekolah ga pakek masker trs keluyuran jgn karena sekolah udah offline jd beranggapan keadaan udah baik aja napa sih lol covid itu belum selesai apasih salahnya ikuti prokes sementang aturan udah diperlonggar bukan berarti semua nya baik baik aja,heran liat anak sekolah yang sekolah ga pakek masker trs keluyuran jgn karena sekolah udah offline jd beranggapan keadaan udah baik aja napa sih lol covid itu belum selesai apasih salahnya ikuti prokes sementang aturan udah diperlonggar bukan berarti semua nya baik baik aja,heran lihat anak sekolah yang sekolah tidak pakai masker terus keluyuran jangan karena sekolah sudah offline jadi beranggapan keadaan sudah baik saja kenapa sih wkwk covid itu belum selesai apa sih salahnya ikuti prokes sementang aturan sudah diperlonggar bukan berarti semua nya baik baik saja,"['heran', 'lihat', 'anak', 'sekolah', 'yang', 'sekolah', 'tidak', 'pakai', 'masker', 'terus', 'keluyuran', 'jangan', 'karena', 'sekolah', 'sudah', 'offline', 'jadi', 'beranggapan', 'keadaan', 'sudah', 'baik', 'saja', 'kenapa', 'sih', 'wkwk', 'covid', 'itu', 'belum', 'selesai', 'apa', 'sih', 'salahnya', 'ikuti', 'prokes', 'sementang', 'aturan', 'sudah', 'diperlonggar', 'bukan', 'berarti', 'semua', 'nya', 'baik', 'baik', 'saja']","['heran', 'lihat', 'anak', 'sekolah', 'sekolah', 'pakai', 'masker', 'keluyuran', 'sekolah', 'offline', 'beranggapan', 'wkwk', 'covid', 'selesai', 'salahnya', 'ikuti', 'prokes', 'sementang', 'aturan', 'diperlonggar']","['heran', 'lihat', 'anak', 'sekolah', 'sekolah', 'pakai', 'masker', 'keluyuran', 'sekolah', 'offline', 'beranggapan', 'wkwk', 'covid', 'selesai', 'salahnya', 'ikuti', 'prokes', 'sementang', 'aturan', 'diperlonggar']","['heran', 'lihat', 'anak', 'sekolah', 'sekolah', 'pakai', 'masker', 'keluyur', 'sekolah', 'offline', 'anggap', 'wkwk', 'covid', 'selesai', 'salah', 'ikut', 'prokes', 'sementang', 'atur', 'longgar']",heran lihat anak sekolah sekolah pakai masker keluyur sekolah offline anggap wkwk covid selesai salah ikut prokes sementang atur longgar
taeyongtea,2021-10-25 04:31:57,w udh sekolah offline tp pgn daring lg ahhhhh,-1,w udh sekolah offline tp pgn daring lg ahhhhh,w udh sekolah offline tp pgn daring lg ahhhhh,gue sudah sekolah offline tetapi ingin daring lagi ahhhhh,"['gue', 'sudah', 'sekolah', 'offline', 'tetapi', 'ingin', 'daring', 'lagi', 'ahhhhh']","['gue', 'sekolah', 'offline', 'daring', 'ahhhhh']","['saya', 'sekolah', 'offline', 'daring', 'ahhhhh']","['saya', 'sekolah', 'offline', 'daring', 'ahhhhh']",saya sekolah offline daring ahhhhh
wad_wic,2021-10-25 04:30:58,Sumpah kenapa pas sekolah offline malah numpuk woi tugasnya 😭😭💔,-1,sumpah kenapa pas sekolah offline malah numpuk woi tugasnya,sumpah kenapa pas sekolah offline malah numpuk woi tugasnya,sumpah kenapa pas sekolah offline malah menumpuk woi tugasnya,"['sumpah', 'kenapa', 'pas', 'sekolah', 'offline', 'malah', 'menumpuk', 'woi', 'tugasnya']","['sumpah', 'pas', 'sekolah', 'offline', 'menumpuk', 'woi', 'tugasnya']","['sumpah', 'pas', 'sekolah', 'offline', 'menumpuk', 'woi', 'tugasnya']","['sumpah', 'pas', 'sekolah', 'offline', 'tumpuk', 'woi', 'tugas']",sumpah pas sekolah offline tumpuk woi tugas
jmwncityx,2021-10-25 04:30:49,"@convomf online study offline exam, hebat banget sekolah gue",0,online study offline exam hebat banget sekolah gue,online study offline exam hebat banget sekolah gue,online study offline exam hebat banget sekolah gue,"['online', 'study', 'offline', 'exam', 'hebat', 'banget', 'sekolah', 'gue']","['online', 'study', 'offline', 'exam', 'hebat', 'banget', 'sekolah', 'gue']","['daring', 'study', 'offline', 'exam', 'hebat', 'banget', 'sekolah', 'saya']","['daring', 'study', 'offline', 'exam', 'hebat', 'banget', 'sekolah', 'saya']",daring study offline exam hebat banget sekolah saya
Ayrashirly06,2021-10-25 04:26:03,@kayarayaaaaa @convomf Betul ntar d kasih online + offline sekalian siang malem sekolah apa gak meninggoy 😁✌,0,betul ntar d kasih online offline sekalian siang malem sekolah apa gak meninggoy,betul ntar d kasih online offline sekalian siang malem sekolah apa gak meninggoy,betul nanti di kasih online offline sekalian siang malam sekolah apa tidak meninggoy,"['betul', 'nanti', 'di', 'kasih', 'online', 'offline', 'sekalian', 'siang', 'malam', 'sekolah', 'apa', 'tidak', 'meninggoy']","['kasih', 'online', 'offline', 'siang', 'malam', 'sekolah', 'meninggoy']","['kasih', 'daring', 'offline', 'siang', 'malam', 'sekolah', 'meninggoy']","['kasih', 'daring', 'offline', 'siang', 'malam', 'sekolah', 'meninggoy']",kasih daring offline siang malam sekolah meninggoy
leleparkcityx,2021-10-25 04:26:00,@yournangel belum kak lagi sekolah offline,1,belum kak lagi sekolah offline,belum kak lagi sekolah offline,belum kak lagi sekolah offline,"['belum', 'kak', 'lagi', 'sekolah', 'offline']","['kak', 'sekolah', 'offline']","['kak', 'sekolah', 'offline']","['kak', 'sekolah', 'offline']",kak sekolah offline
ipickdino,2021-10-25 04:19:17,re: sekolah offline,1,re sekolah offline,re sekolah offline,re sekolah offline,"['re', 'sekolah', 'offline']","['re', 'sekolah', 'offline']","['reply', 'sekolah', 'offline']","['reply', 'sekolah', 'offline']",reply sekolah offline
yunoxygen,2021-10-25 04:11:27,jujur udah capek banget sekolah offline,-1,jujur udah capek banget sekolah offline,jujur udah capek banget sekolah offline,jujur sudah cape banget sekolah offline,"['jujur', 'sudah', 'cape', 'banget', 'sekolah', 'offline']","['jujur', 'cape', 'banget', 'sekolah', 'offline']","['jujur', 'capek', 'banget', 'sekolah', 'offline']","['jujur', 'capek', 'banget', 'sekolah', 'offline']",jujur capek banget sekolah offline
Preciouspolca,2021-10-25 04:04:01,"@billkinp Pas masih sekolah offline 2019, di kantinku te jus udh 2k",1,pas masih sekolah offline di kantinku te jus udh k,pas masih sekolah offline di kantinku te jus udh k,pas masih sekolah offline di kantinku te jus sudah k,"['pas', 'masih', 'sekolah', 'offline', 'di', 'kantinku', 'te', 'jus', 'sudah', 'k']","['pas', 'sekolah', 'offline', 'kantinku', 'te', 'jus', 'k']","['pas', 'sekolah', 'offline', 'kantinku', 'te', 'jus', 'ke']","['pas', 'sekolah', 'offline', 'kantin', 'te', 'jus', 'ke']",pas sekolah offline kantin te jus ke
Bahiyyihbae,2021-10-25 04:02:34,@hiyykaruu Lagi kelas ? Sekolah offline kah?,0,lagi kelas sekolah offline kah,lagi kelas sekolah offline kah,lagi kelas sekolah offline kah,"['lagi', 'kelas', 'sekolah', 'offline', 'kah']","['kelas', 'sekolah', 'offline', 'kah']","['kelas', 'sekolah', 'offline', 'kah']","['kelas', 'sekolah', 'offline', 'kah']",kelas sekolah offline kah
cookiejjay,2021-10-25 04:00:22,kalian lagi sekolah kah? online pa offline?,0,kalian lagi sekolah kah online pa offline,kalian lagi sekolah kah online pa offline,kalian lagi sekolah kah online pak offline,"['kalian', 'lagi', 'sekolah', 'kah', 'online', 'pak', 'offline']","['sekolah', 'kah', 'online', 'offline']","['sekolah', 'kah', 'daring', 'offline']","['sekolah', 'kah', 'daring', 'offline']",sekolah kah daring offline
lonyyylove,2021-10-25 03:57:50,"ini kaya nya indonesia sudah mulai normal ya, soalnya ada wacana sekolah sampe sore😭

bukan nya ga suka, bersyukur bgtt
tapi aku sukanya kegiatan online. alias belum lulus cuy, deg degan gue sidang skripsi nya offline😭😭",-1,ini kaya nya indonesia sudah mulai normal ya soalnya ada wacana sekolah sampe sore bukan nya ga suka bersyukur bgtt tapi aku sukanya kegiatan online alias belum lulus cuy deg degan gue sidang skripsi nya offline,ini kaya nya indonesia sudah mulai normal ya soalnya ada wacana sekolah sampe sore bukan nya ga suka bersyukur bgtt tapi aku sukanya kegiatan online alias belum lulus cuy deg degan gue sidang skripsi nya offline,ini kayak nya indonesia sudah mulai normal ya soalnya ada wacana sekolah sampai sore bukan nya tidak suka bersyukur banget tapi aku sukanya kegiatan online alias belum lulus coy deg degan gue sidang skripsi nya offline,"['ini', 'kayak', 'nya', 'indonesia', 'sudah', 'mulai', 'normal', 'ya', 'soalnya', 'ada', 'wacana', 'sekolah', 'sampai', 'sore', 'bukan', 'nya', 'tidak', 'suka', 'bersyukur', 'banget', 'tapi', 'aku', 'sukanya', 'kegiatan', 'online', 'alias', 'belum', 'lulus', 'coy', 'deg', 'degan', 'gue', 'sidang', 'skripsi', 'nya', 'offline']","['kayak', 'indonesia', 'normal', 'wacana', 'sekolah', 'sore', 'suka', 'bersyukur', 'banget', 'sukanya', 'kegiatan', 'online', 'alias', 'lulus', 'coy', 'deg', 'degan', 'gue', 'sidang', 'skripsi', 'offline']","['kayak', 'indonesia', 'normal', 'wacana', 'sekolah', 'sore', 'suka', 'bersyukur', 'banget', 'sukanya', 'kegiatan', 'daring', 'alias', 'lulus', 'coy', 'deg', 'degan', 'saya', 'sidang', 'skripsi', 'offline']","['kayak', 'indonesia', 'normal', 'wacana', 'sekolah', 'sore', 'suka', 'syukur', 'banget', 'suka', 'giat', 'daring', 'alias', 'lulus', 'coy', 'deg', 'degan', 'saya', 'sidang', 'skripsi', 'offline']",kayak indonesia normal wacana sekolah sore suka syukur banget suka giat daring alias lulus coy deg degan saya sidang skripsi offline
burjeckk,2021-10-25 03:50:49,gue yang gak pernah excited sekolah offline........... sangat mnyesal https://t.co/OE3sTDV3H9,-1,gue yang gak pernah excited sekolah offline sangat mnyesal,gue yang gak pernah excited sekolah offline sangat mnyesal,gue yang tidak pernah excited sekolah offline sangat mnyesal,"['gue', 'yang', 'tidak', 'pernah', 'excited', 'sekolah', 'offline', 'sangat', 'mnyesal']","['gue', 'excited', 'sekolah', 'offline', 'mnyesal']","['saya', 'semangat', 'sekolah', 'offline', 'mnyesal']","['saya', 'semangat', 'sekolah', 'offline', 'mnyesal']",saya semangat sekolah offline mnyesal
